age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
35, Private,115803, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
24, Private,354351, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,<=50K
18, Private,100875, 11th,7, Never-married, Other-service, Unmarried, White, Female,0,0,28, United-States,<=50K
20, Private,221480, Some-college,10, Never-married, Tech-support, Unmarried, White, Female,0,0,8, United-States,<=50K
27, Private,51025, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,<=50K
23, Private,82889, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,<=50K
48, Private,55720, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,2407,0,40, United-States,<=50K
48, Private,107682, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States,<=50K
20, Private,203263, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,<=50K
20, ?,37932, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States,<=50K
22, Private,362309, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States,<=50K
18, State-gov,389147, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States,<=50K
23, Local-gov,157331, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
29, Private,120645, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, United-States,<=50K
35, Private,299353, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,<=50K
27, Private,150958, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,48, Guatemala,<=50K
46, Private,189680, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,>50K
26, Private,248057, HS-grad,9, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico,<=50K
30, Private,129227, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
69, ?,254834, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,10605,0,10, United-States,>50K
41, Private,98061, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
34, Private,181152, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,35, United-States,<=50K
48, State-gov,44434, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,61, United-States,>50K
42, Local-gov,254817, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,1340,40, United-States,<=50K
29, Private,142249, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,<=50K
28, Private,150025, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Peru,<=50K
50, Local-gov,139347, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, ?,>50K
72, Self-emp-inc,172407, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,>50K
22, Private,65225, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,<=50K
32, Private,857532, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States,<=50K
58, Private,56331, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
40, Private,173651, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
34, Local-gov,134886, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1740,35, United-States,<=50K
44, Private,165815, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
31, Private,164243, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, United-States,<=50K
25, Private,335376, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,<=50K
35, Private,56201, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,<=50K
17, Private,168807, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<=50K
21, ?,301853, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<=50K
24, Private,160398, 12th,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, United-States,<=50K
27, Private,302422, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
61, ?,451327, Bachelors,13, Married-civ-spouse, ?, Husband, Other, Male,0,0,24, United-States,>50K
28, Private,444304, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,<=50K
65, Private,71075, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States,<=50K
36, Private,254493, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States,<=50K
70, ?,336007, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States,<=50K
28, Private,377095, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,<=50K
48, Private,193553, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States,<=50K
56, Private,117400, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,<=50K
39, Private,160916, 9th,5, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,<=50K
41, Local-gov,168071, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States,<=50K
29, Private,211482, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
45, Private,83064, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
21, Private,231160, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,<=50K
61, Private,97128, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,>50K
55, Self-emp-not-inc,111625, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
48, Self-emp-not-inc,100931, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,<=50K
19, Private,228238, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico,<=50K
38, Private,287701, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States,>50K
31, Private,48189, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States,<=50K
54, Private,163826, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,<=50K
35, Private,235485, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
65, Self-emp-not-inc,169435, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States,>50K
63, Private,192849, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States,<=50K
45, Self-emp-inc,185497, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,70, ?,<=50K
46, Private,120080, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>50K
39, Private,115289, Some-college,10, Divorced, Sales, Own-child, White, Male,0,1380,70, United-States,<=50K
25, Private,254933, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
33, Private,175697, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,>50K
38, Self-emp-inc,225860, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,<=50K
35, Private,148334, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,<=50K
27, Private,210765, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=50K
27, Private,153869, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,37, United-States,<=50K
25, Private,394503, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
50, Private,24013, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States,>50K
32, Private,72630, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,3325,0,45, United-States,<=50K
27, Private,198197, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States,<=50K
18, State-gov,352317, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,<=50K
47, Private,176319, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States,>50K
37, Private,109633, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States,>50K
31, Private,114691, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,<=50K
41, Private,32121, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,>50K
24, Private,376755, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States,<=50K
55, Federal-gov,270859, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,>50K
34, Private,262118, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=50K
51, Self-emp-inc,338836, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
33, Private,314068, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,<=50K
26, Private,49092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
38, Private,156550, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,<=50K
36, Private,104089, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,<=50K
37, Self-emp-not-inc,286146, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, United-States,<=50K
46, Private,76131, 5th-6th,3, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines,>50K
31, Private,104223, Bachelors,13, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,<=50K
28, Private,76129, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Guatemala,<=50K
24, Private,125031, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,<=50K
29, Local-gov,141005, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States,<=50K
31, Private,87560, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States,<=50K
33, Private,69251, Assoc-voc,11, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines,<=50K
41, Private,194537, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,<=50K
47, Private,189680, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States,>50K
37, Private,116358, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,27828,0,48, United-States,>50K
39, State-gov,141420, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
26, Private,196866, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States,<=50K
57, Private,223214, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
49, Private,146121, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,20, Vietnam,<=50K
23, Private,423453, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,16, United-States,<=50K
20, ?,68620, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,<=50K
61, Private,171429, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States,<=50K
19, Private,191986, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States,<=50K
32, Private,383269, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
45, Local-gov,55377, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States,<=50K
48, State-gov,130561, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, United-States,<=50K
48, ?,63466, HS-grad,9, Married-spouse-absent, ?, Unmarried, White, Female,0,0,32, United-States,<=50K
31, Self-emp-not-inc,323020, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,<=50K
28, Local-gov,91670, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,<=50K
36, Private,252327, 5th-6th,3, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Mexico,<=50K
60, Private,75726, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1092,40, United-States,<=50K
54, Private,256908, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States,>50K
32, Private,163530, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,<=50K
51, Private,162988, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States,<=50K
34, Private,345705, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States,>50K
35, Private,232036, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
36, Private,91716, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,<=50K
43, Private,156771, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
24, ?,138504, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,37, United-States,<=50K
37, Federal-gov,197284, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,<=50K
39, Self-emp-not-inc,34111, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,<=50K
54, Private,138852, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,<=50K
35, Private,272742, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,27828,0,60, United-States,>50K
37, Private,175759, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,>50K
37, Federal-gov,254202, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,27828,0,50, United-States,>50K
45, Private,262802, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,<=50K
41, Private,291965, Some-college,10, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines,<=50K
23, Private,181820, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=50K
33, Private,170769, Doctorate,16, Divorced, Sales, Not-in-family, White, Male,99999,0,60, United-States,>50K
29, Private,200511, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,<=50K
19, Private,236396, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=50K
45, Private,197038, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,>50K
44, Private,317535, 1st-4th,2, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,40, Mexico,<=50K
44, Self-emp-inc,153132, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,52, United-States,>50K
35, Private,149455, Some-college,10, Separated, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,<=50K
41, Local-gov,396467, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,>50K
49, Self-emp-inc,127111, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,<=50K
44, Private,77313, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,<=50K
41, Private,76625, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,<=50K
21, Private,111467, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,<=50K
41, Private,199018, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,>50K
70, Private,278139, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3432,0,40, United-States,<=50K
26, Self-emp-inc,246025, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0,20, Honduras,<=50K
38, Private,166549, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,<=50K
57, Private,26716, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,<=50K
22, Private,311376, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,<=50K
54, Private,104421, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
40, Private,193882, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=50K
21, Private,176356, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,<=50K
31, Private,178370, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States,>50K
27, Private,96219, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States,<=50K
20, Private,117767, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,<=50K
64, State-gov,105748, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,<=50K
27, Private,38606, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1504,45, United-States,<=50K
31, Private,101352, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,<=50K
24, Local-gov,289886, 11th,7, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States,<=50K
52, Private,172493, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States,<=50K
33, Self-emp-not-inc,183778, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,<=50K
29, Private,179768, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,<=50K
51, Private,210736, 10th,6, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, United-States,<=50K
21, Private,136975, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,<=50K
29, Private,406826, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,<=50K
25, Private,288440, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,<=50K
48, Self-emp-not-inc,102102, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,<=50K
36, Private,189382, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,>50K
60, Private,39952, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2228,0,37, United-States,<=50K
27, Private,220748, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,48, United-States,<=50K
34, Private,199539, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,>50K
32, Private,203181, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States,<=50K
29, Private,146949, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,<=50K
32, Private,53135, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,<=50K
42, Self-emp-not-inc,162758, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,56, United-States,>50K
40, Private,202565, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States,<=50K
42, Federal-gov,460214, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,>50K
25, Private,198632, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, United-States,<=50K
20, Private,238917, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, El-Salvador,<=50K
32, Local-gov,112650, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,<=50K
65, Private,176219, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South,<=50K
55, Local-gov,193895, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,<=50K
71, Private,200418, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,<=50K
48, Local-gov,195416, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
59, Local-gov,197290, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,<=50K
43, Private,76460, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,<=50K
59, Private,170104, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States,>50K
54, Private,294991, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,<=50K
41, Self-emp-not-inc,54611, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States,>50K
20, Self-emp-inc,245611, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,<=50K
34, Private,181091, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,>50K
34, Private,113364, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,<=50K
30, Private,140011, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,53, United-States,<=50K
35, Private,87556, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,<=50K
75, Self-emp-not-inc,192813, Masters,14, Widowed, Sales, Not-in-family, White, Male,0,0,45, United-States,<=50K
42, Private,433170, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,>50K
56, Self-emp-not-inc,222182, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States,<=50K
38, Private,320305, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,<=50K
45, Private,474617, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,5455,0,40, United-States,<=50K
23, Private,352606, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States,<=50K
17, Private,153021, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,<=50K
48, Self-emp-not-inc,101233, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States,<=50K
52, Self-emp-not-inc,173839, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,<=50K
32, Private,115631, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,4101,0,50, United-States,<=50K
40, Private,83827, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, England,<=50K
24, Private,211527, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,<=50K
22, Private,109039, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,<=50K
25, Self-emp-inc,161007, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
45, Private,162958, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States,<=50K
29, Private,153475, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,<=50K
54, Private,177927, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,<=50K
34, Private,353213, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, United-States,<=50K
39, Private,30269, Assoc-voc,11, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,<=50K
19, Private,143608, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,<=50K
23, Private,197200, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States,<=50K
29, Private,89813, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Scotland,<=50K
44, Self-emp-inc,187720, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,>50K
32, Private,188108, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,<=50K
33, Private,267859, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador,<=50K
34, Self-emp-not-inc,156809, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,1504,60, United-States,<=50K
28, ?,78388, 10th,6, Never-married, ?, Own-child, White, Female,0,0,38, United-States,<=50K
35, Private,218955, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,<=50K
38, Private,241153, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,>50K
33, Private,578701, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?,<=50K
37, Private,459192, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States,<=50K
34, Private,173495, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,<=50K
51, Private,279337, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,<=50K
68, State-gov,202699, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,42, ?,>50K
48, Private,36177, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,<=50K
46, Self-emp-not-inc,176319, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,7298,0,40, United-States,>50K
41, Private,256647, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,<=50K
20, Private,205970, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States,<=50K
66, Private,104936, 10th,6, Widowed, Other-service, Unmarried, White, Female,0,0,38, United-States,<=50K
48, Private,118717, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,<=50K
45, Self-emp-not-inc,188694, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,<=50K
64, Self-emp-not-inc,217380, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,2559,60, United-States,>50K
42, Private,288154, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,89, United-States,>50K
36, Private,544686, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,2907,0,40, Nicaragua,<=50K
53, Federal-gov,186087, HS-grad,9, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States,<=50K
37, Private,236990, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,40, United-States,<=50K
27, State-gov,413870, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States,<=50K
32, Private,123291, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,<=50K
